cohort,role,concept,variable,label
HRS_GATEWAY,auxiliary,death,r9pardslw,r9pardslw:w9 whether r parent died since last wave
HRS_GATEWAY,auxiliary,death,rapadiech,rapadiech: before age 16 whether one or both of r's parents died
HRS_GATEWAY,auxiliary,death,s10chdeathe,s10chdeathe:w10 s ever experienced death of own child
HRS_GATEWAY,auxiliary,death,s10padiech,s10padiech:w10 before age 16 whether one or both of s's parents died
HRS_GATEWAY,auxiliary,death,s10pardslw,s10pardslw:w10 whether s parent died since last wave
HRS_GATEWAY,auxiliary,death,s11chdeathe,s11chdeathe:w11 s ever experienced death of own child
HRS_GATEWAY,auxiliary,death,s11padiech,s11padiech:w11 before age 16 whether one or both of s's parents died
HRS_GATEWAY,auxiliary,death,s11pardslw,s11pardslw:w11 whether s parent died since last wave
HRS_GATEWAY,auxiliary,death,s12padiech,s12padiech:w12 before age 16 whether one or both of s's parents died
HRS_GATEWAY,auxiliary,death,s12pardslw,s12pardslw:w12 whether s parent died since last wave
HRS_GATEWAY,auxiliary,death,s13padiech,s13padiech:w13 before age 16 whether one or both of s's parents died
HRS_GATEWAY,auxiliary,death,s13pardslw,s13pardslw:w13 whether s parent died since last wave
HRS_GATEWAY,auxiliary,death,s14padiech,s14padiech:w14 before age 16 whether one or both of s's parents died
HRS_GATEWAY,auxiliary,death,s14pardslw,s14pardslw:w14 whether s parent died since last wave
HRS_GATEWAY,auxiliary,death,s15padiech,s15padiech:w15 before age 16 whether one or both of s's parents died
HRS_GATEWAY,auxiliary,death,s15pardslw,s15pardslw:w15 whether s parent died since last wave
HRS_GATEWAY,auxiliary,death,s1padiech,s1padiech:w1 before age 16 whether one or both of s's parents died
HRS_GATEWAY,auxiliary,death,s2padiech,s2padiech:w2 before age 16 whether one or both of s's parents died
HRS_GATEWAY,auxiliary,death,s2pardslw,s2pardslw:w2 whether s parent died since last wave
HRS_GATEWAY,auxiliary,death,s3padiech,s3padiech:w3 before age 16 whether one or both of s's parents died
HRS_GATEWAY,auxiliary,death,s3pardslw,s3pardslw:w3 whether s parent died since last wave
HRS_GATEWAY,auxiliary,death,s4padiech,s4padiech:w4 before age 16 whether one or both of s's parents died
HRS_GATEWAY,auxiliary,death,s4pardslw,s4pardslw:w4 whether s parent died since last wave
HRS_GATEWAY,auxiliary,death,s5padiech,s5padiech:w5 before age 16 whether one or both of s's parents died
HRS_GATEWAY,auxiliary,death,s5pardslw,s5pardslw:w5 whether s parent died since last wave
HRS_GATEWAY,auxiliary,death,s6padiech,s6padiech:w6 before age 16 whether one or both of s's parents died
HRS_GATEWAY,auxiliary,death,s6pardslw,s6pardslw:w6 whether s parent died since last wave
HRS_GATEWAY,auxiliary,death,s7chdeathe,s7chdeathe:w7 s ever experienced death of own child
HRS_GATEWAY,auxiliary,death,s7padiech,s7padiech:w7 before age 16 whether one or both of s's parents died
HRS_GATEWAY,auxiliary,death,s7pardslw,s7pardslw:w7 whether s parent died since last wave
HRS_GATEWAY,auxiliary,death,s8chdeathe,s8chdeathe:w8 s ever experienced death of own child
HRS_GATEWAY,auxiliary,death,s8padiech,s8padiech:w8 before age 16 whether one or both of s's parents died
HRS_GATEWAY,auxiliary,death,s8pardslw,s8pardslw:w8 whether s parent died since last wave
HRS_GATEWAY,auxiliary,death,s9chdeathe,s9chdeathe:w9 s ever experienced death of own child
HRS_GATEWAY,auxiliary,death,s9padiech,s9padiech:w9 before age 16 whether one or both of s's parents died
HRS_GATEWAY,auxiliary,death,s9pardslw,s9pardslw:w9 whether s parent died since last wave
HRS_GATEWAY,auxiliary,education,radadeduc8,radadeduc8:r father attained 8+ years of education
HRS_GATEWAY,auxiliary,education,radadeducl,radadeducl:r father harmonized education level
HRS_GATEWAY,auxiliary,education,raeducl,raeducl: r harmonized education level
HRS_GATEWAY,auxiliary,education,ramomeduc8,ramomeduc8:r mother attained 8+ years of education
HRS_GATEWAY,auxiliary,education,ramomeducl,ramomeducl:r mother harmonized education level
HRS_GATEWAY,auxiliary,education,s10dadeduc8,s10dadeduc8:w10 s father attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s10dadeducl,s10dadeducl:w10 s father harmonized education level
HRS_GATEWAY,auxiliary,education,s10educl,s10educl:w10 s harmonized education level
HRS_GATEWAY,auxiliary,education,s10momeduc8,s10momeduc8:w10 s mother attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s10momeducl,s10momeducl:w10 s mother harmonized education level
HRS_GATEWAY,auxiliary,education,s11dadeduc8,s11dadeduc8:w11 s father attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s11dadeducl,s11dadeducl:w11 s father harmonized education level
HRS_GATEWAY,auxiliary,education,s11educl,s11educl:w11 s harmonized education level
HRS_GATEWAY,auxiliary,education,s11momeduc8,s11momeduc8:w11 s mother attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s11momeducl,s11momeducl:w11 s mother harmonized education level
HRS_GATEWAY,auxiliary,education,s12dadeduc8,s12dadeduc8:w12 s father attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s12dadeducl,s12dadeducl:w12 s father harmonized education level
HRS_GATEWAY,auxiliary,education,s12educl,s12educl:w12 s harmonized education level
HRS_GATEWAY,auxiliary,education,s12momeduc8,s12momeduc8:w12 s mother attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s12momeducl,s12momeducl:w12 s mother harmonized education level
HRS_GATEWAY,auxiliary,education,s13dadeduc8,s13dadeduc8:w13 s father attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s13dadeducl,s13dadeducl:w13 s father harmonized education level
HRS_GATEWAY,auxiliary,education,s13educl,s13educl:w13 s harmonized education level
HRS_GATEWAY,auxiliary,education,s13momeduc8,s13momeduc8:w13 s mother attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s13momeducl,s13momeducl:w13 s mother harmonized education level
HRS_GATEWAY,auxiliary,education,s14dadeduc8,s14dadeduc8:w14 s father attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s14dadeducl,s14dadeducl:w14 s father harmonized education level
HRS_GATEWAY,auxiliary,education,s14educl,s14educl:w14 s harmonized education level
HRS_GATEWAY,auxiliary,education,s14momeduc8,s14momeduc8:w14 s mother attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s14momeducl,s14momeducl:w14 s mother harmonized education level
HRS_GATEWAY,auxiliary,education,s15dadeduc8,s15dadeduc8:w15 s father attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s15dadeducl,s15dadeducl:w15 s father harmonized education level
HRS_GATEWAY,auxiliary,education,s15educl,s15educl:w15 s harmonized education level
HRS_GATEWAY,auxiliary,education,s15momeduc8,s15momeduc8:w15 s mother attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s15momeducl,s15momeducl:w15 s mother harmonized education level
HRS_GATEWAY,auxiliary,education,s1dadeduc8,s1dadeduc8:w1 s father attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s1dadeducl,s1dadeducl:w1 s father harmonized education level
HRS_GATEWAY,auxiliary,education,s1educl,s1educl:w1 s harmonized education level
HRS_GATEWAY,auxiliary,education,s1momeduc8,s1momeduc8:w1 s mother attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s1momeducl,s1momeducl:w1 s mother harmonized education level
HRS_GATEWAY,auxiliary,education,s2dadeduc8,s2dadeduc8:w2 s father attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s2dadeducl,s2dadeducl:w2 s father harmonized education level
HRS_GATEWAY,auxiliary,education,s2educl,s2educl:w2 s harmonized education level
HRS_GATEWAY,auxiliary,education,s2momeduc8,s2momeduc8:w2 s mother attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s2momeducl,s2momeducl:w2 s mother harmonized education level
HRS_GATEWAY,auxiliary,education,s3dadeduc8,s3dadeduc8:w3 s father attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s3dadeducl,s3dadeducl:w3 s father harmonized education level
HRS_GATEWAY,auxiliary,education,s3educl,s3educl:w3 s harmonized education level
HRS_GATEWAY,auxiliary,education,s3momeduc8,s3momeduc8:w3 s mother attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s3momeducl,s3momeducl:w3 s mother harmonized education level
HRS_GATEWAY,auxiliary,education,s4dadeduc8,s4dadeduc8:w4 s father attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s4dadeducl,s4dadeducl:w4 s father harmonized education level
HRS_GATEWAY,auxiliary,education,s4educl,s4educl:w4 s harmonized education level
HRS_GATEWAY,auxiliary,education,s4momeduc8,s4momeduc8:w4 s mother attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s4momeducl,s4momeducl:w4 s mother harmonized education level
HRS_GATEWAY,auxiliary,education,s5dadeduc8,s5dadeduc8:w5 s father attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s5dadeducl,s5dadeducl:w5 s father harmonized education level
HRS_GATEWAY,auxiliary,education,s5educl,s5educl:w5 s harmonized education level
HRS_GATEWAY,auxiliary,education,s5momeduc8,s5momeduc8:w5 s mother attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s5momeducl,s5momeducl:w5 s mother harmonized education level
HRS_GATEWAY,auxiliary,education,s6dadeduc8,s6dadeduc8:w6 s father attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s6dadeducl,s6dadeducl:w6 s father harmonized education level
HRS_GATEWAY,auxiliary,education,s6educl,s6educl:w6 s harmonized education level
HRS_GATEWAY,auxiliary,education,s6momeduc8,s6momeduc8:w6 s mother attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s6momeducl,s6momeducl:w6 s mother harmonized education level
HRS_GATEWAY,auxiliary,education,s7dadeduc8,s7dadeduc8:w7 s father attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s7dadeducl,s7dadeducl:w7 s father harmonized education level
HRS_GATEWAY,auxiliary,education,s7educl,s7educl:w7 s harmonized education level
HRS_GATEWAY,auxiliary,education,s7momeduc8,s7momeduc8:w7 s mother attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s7momeducl,s7momeducl:w7 s mother harmonized education level
HRS_GATEWAY,auxiliary,education,s8dadeduc8,s8dadeduc8:w8 s father attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s8dadeducl,s8dadeducl:w8 s father harmonized education level
HRS_GATEWAY,auxiliary,education,s8educl,s8educl:w8 s harmonized education level
HRS_GATEWAY,auxiliary,education,s8momeduc8,s8momeduc8:w8 s mother attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s8momeducl,s8momeducl:w8 s mother harmonized education level
HRS_GATEWAY,auxiliary,education,s9dadeduc8,s9dadeduc8:w9 s father attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s9dadeducl,s9dadeducl:w9 s father harmonized education level
HRS_GATEWAY,auxiliary,education,s9educl,s9educl:w9 s harmonized education level
HRS_GATEWAY,auxiliary,education,s9momeduc8,s9momeduc8:w9 s mother attained 8+ years of education
HRS_GATEWAY,auxiliary,education,s9momeducl,s9momeducl:w9 s mother harmonized education level
HRS_GATEWAY,auxiliary,iadl_count,r10iadlfoura,r10iadlfoura:w10 r whether has any diff 4-item iadls
HRS_GATEWAY,auxiliary,iadl_count,r11iadlfoura,r11iadlfoura:w11 r whether has any diff 4-item iadls
HRS_GATEWAY,auxiliary,iadl_count,r12iadlfoura,r12iadlfoura:w12 r whether has any diff 4-item iadls
HRS_GATEWAY,auxiliary,iadl_count,r13iadlfoura,r13iadlfoura:w13 r whether has any diff 4-item iadls
HRS_GATEWAY,auxiliary,iadl_count,r14iadlfoura,r14iadlfoura:w14 r whether has any diff 4-item iadls
HRS_GATEWAY,auxiliary,iadl_count,r15iadlfoura,r15iadlfoura:w15 r whether has any diff 4-item iadls
HRS_GATEWAY,auxiliary,iadl_count,r2iadlfoura,r2iadlfoura:w2 r whether has any diff 4-item iadls
HRS_GATEWAY,auxiliary,iadl_count,r3iadlfoura,r3iadlfoura:w3 r whether has any diff 4-item iadls
HRS_GATEWAY,auxiliary,iadl_count,r4iadlfoura,r4iadlfoura:w4 r whether has any diff 4-item iadls
HRS_GATEWAY,auxiliary,iadl_count,r5iadlfoura,r5iadlfoura:w5 r whether has any diff 4-item iadls
HRS_GATEWAY,auxiliary,iadl_count,r6iadlfoura,r6iadlfoura:w6 r whether has any diff 4-item iadls
HRS_GATEWAY,auxiliary,iadl_count,r7iadlfoura,r7iadlfoura:w7 r whether has any diff 4-item iadls
HRS_GATEWAY,auxiliary,iadl_count,r8iadlfoura,r8iadlfoura:w8 r whether has any diff 4-item iadls
HRS_GATEWAY,auxiliary,iadl_count,r9iadlfoura,r9iadlfoura:w9 r whether has any diff 4-item iadls
HRS_GATEWAY,auxiliary,person_id,hhidpn,hhidpn: hhold id + person number /num
MHAS,core,adl_count,r1adla,r1adla: w1 R Some difficulty-ADLs 0-5
MHAS,core,adl_count,r1adlfive,r1adlfive: w1 R Some difficulty-ADLs 0-5 Alternate
MHAS,core,adl_count,r1adlfivea,r1adlfivea: w1 R Any difficulty ADLs 0-5 Alternate
MHAS,core,adl_count,r2adla,r2adla: w2 R Some difficulty-ADLs 0-5
MHAS,core,adl_count,r2adlfive,r2adlfive: w2 R Some difficulty-ADLs 0-5 Alternate
MHAS,core,adl_count,r2adlfivea,r2adlfivea: w2 R Any difficulty ADLs 0-5 Alternate
MHAS,core,adl_count,r3adla,r3adla: w3 R Some difficulty-ADLs 0-5
MHAS,core,adl_count,r3adlfive,r3adlfive: w3 R Some difficulty-ADLs 0-5 Alternate
MHAS,core,adl_count,r3adlfivea,r3adlfivea: w3 R Any difficulty ADLs 0-5 Alternate
MHAS,core,adl_count,r4adla,r4adla: w4 R Some difficulty-ADLs 0-5
MHAS,core,adl_count,r4adlfive,r4adlfive: w4 R Some difficulty-ADLs 0-5 Alternate
MHAS,core,adl_count,r4adlfivea,r4adlfivea: w4 R Any difficulty ADLs 0-5 Alternate
MHAS,core,adl_count,r5adla,r5adla: w5 R Some difficulty-ADLs 0-5
MHAS,core,adl_count,r5adlfive,r5adlfive: w5 R Some difficulty-ADLs 0-5 Alternate
MHAS,core,adl_count,r5adlfivea,r5adlfivea: w5 R Any difficulty ADLs 0-5 Alternate
MHAS,core,adl_count,r6adla,r6adla: w6 R Some difficulty-ADLs 0-5
MHAS,core,adl_count,r6adlfive,r6adlfive: w6 R Some difficulty-ADLs 0-5 Alternate
MHAS,core,adl_count,r6adlfivea,r6adlfivea: w6 R Any difficulty ADLs 0-5 Alternate
MHAS,core,adl_item,r1bath,r1bath: w1 R Difficulty-Bathing or showering
MHAS,core,adl_item,r1batha,r1batha: w1 R Some difficulty-Bathing or showering
MHAS,core,adl_item,r1bed,r1bed: w1 R Difficulty-Getting in/out of bed
MHAS,core,adl_item,r1beda,r1beda: w1 R Some difficulty-Getting in/out of bed
MHAS,core,adl_item,r1breath_m,r1breath_m: w1 R Difficulty breathing while lying down
MHAS,core,adl_item,r1dress,r1dress: w1 R Difficulty-Dressing
MHAS,core,adl_item,r1dressa,r1dressa: w1 R Some difficulty-Dressing
MHAS,core,adl_item,r1eat,r1eat: w1 R Difficulty-Eating
MHAS,core,adl_item,r1eata,r1eata: w1 R Some difficulty-Eating
MHAS,core,adl_item,r1toilt,r1toilt: w1 R Difficulty-Using the toilet
MHAS,core,adl_item,r1toilta,r1toilta: w1 R Some difficulty-Using the toilet
MHAS,core,adl_item,r1walkr,r1walkr: w1 R Difficulty-Walking across room
MHAS,core,adl_item,r1walkra,r1walkra: w1 R Some difficulty-Walking across room
MHAS,core,adl_item,r2bath,r2bath: w2 R Difficulty-Bathing or showering
MHAS,core,adl_item,r2batha,r2batha: w2 R Some difficulty-Bathing or showering
MHAS,core,adl_item,r2bed,r2bed: w2 R Difficulty-Getting in/out of bed
MHAS,core,adl_item,r2beda,r2beda: w2 R Some difficulty-Getting in/out of bed
MHAS,core,adl_item,r2breath_m,r2breath_m: w2 R Difficulty breathing while lying down
MHAS,core,adl_item,r2dress,r2dress: w2 R Difficulty-Dressing
MHAS,core,adl_item,r2dressa,r2dressa: w2 R Some difficulty-Dressing
MHAS,core,adl_item,r2eat,r2eat: w2 R Difficulty-Eating
MHAS,core,adl_item,r2eata,r2eata: w2 R Some difficulty-Eating
MHAS,core,adl_item,r2toilt,r2toilt: w2 R Difficulty-Using the toilet
MHAS,core,adl_item,r2toilta,r2toilta: w2 R Some difficulty-Using the toilet
MHAS,core,adl_item,r2walkr,r2walkr: w2 R Difficulty-Walking across room
MHAS,core,adl_item,r2walkra,r2walkra: w2 R Some difficulty-Walking across room
MHAS,core,adl_item,r3bath,r3bath: w3 R Difficulty-Bathing or showering
MHAS,core,adl_item,r3batha,r3batha: w3 R Some difficulty-Bathing or showering
MHAS,core,adl_item,r3bed,r3bed: w3 R Difficulty-Getting in/out of bed
MHAS,core,adl_item,r3beda,r3beda: w3 R Some difficulty-Getting in/out of bed
MHAS,core,adl_item,r3breath_m,r3breath_m: w3 R Difficulty breathing or coughing
MHAS,core,adl_item,r3dress,r3dress: w3 R Difficulty-Dressing
MHAS,core,adl_item,r3dressa,r3dressa: w3 R Some difficulty-Dressing
MHAS,core,adl_item,r3eat,r3eat: w3 R Difficulty-Eating
MHAS,core,adl_item,r3eata,r3eata: w3 R Some difficulty-Eating
MHAS,core,adl_item,r3toilt,r3toilt: w3 R Difficulty-Using the toilet
MHAS,core,adl_item,r3toilta,r3toilta: w3 R Some difficulty-Using the toilet
MHAS,core,adl_item,r3walkr,r3walkr: w3 R Difficulty-Walking across room
MHAS,core,adl_item,r3walkra,r3walkra: w3 R Some difficulty-Walking across room
MHAS,core,adl_item,r4bath,r4bath: w4 R Difficulty-Bathing or showering
MHAS,core,adl_item,r4batha,r4batha: w4 R Some difficulty-Bathing or showering
MHAS,core,adl_item,r4bed,r4bed: w4 R Difficulty-Getting in/out of bed
MHAS,core,adl_item,r4beda,r4beda: w4 R Some difficulty-Getting in/out of bed
MHAS,core,adl_item,r4breath_m,r4breath_m: w4 R Difficulty breathing or coughing
MHAS,core,adl_item,r4dress,r4dress: w4 R Difficulty-Dressing
MHAS,core,adl_item,r4dressa,r4dressa: w4 R Some difficulty-Dressing
MHAS,core,adl_item,r4eat,r4eat: w4 R Difficulty-Eating
MHAS,core,adl_item,r4eata,r4eata: w4 R Some difficulty-Eating
MHAS,core,adl_item,r4toilt,r4toilt: w4 R Difficulty-Using the toilet
MHAS,core,adl_item,r4toilta,r4toilta: w4 R Some difficulty-Using the toilet
MHAS,core,adl_item,r4walkr,r4walkr: w4 R Difficulty-Walking across room
MHAS,core,adl_item,r4walkra,r4walkra: w4 R Some difficulty-Walking across room
MHAS,core,adl_item,r5bath,r5bath: w5 R Difficulty-Bathing or showering
MHAS,core,adl_item,r5batha,r5batha: w5 R Some difficulty-Bathing or showering
MHAS,core,adl_item,r5bed,r5bed: w5 R Difficulty-Getting in/out of bed
MHAS,core,adl_item,r5beda,r5beda: w5 R Some difficulty-Getting in/out of bed
MHAS,core,adl_item,r5breath_m,r5breath_m: w5 R Difficulty breathing or coughing
MHAS,core,adl_item,r5dress,r5dress: w5 R Difficulty-Dressing
MHAS,core,adl_item,r5dressa,r5dressa: w5 R Some difficulty-Dressing
MHAS,core,adl_item,r5eat,r5eat: w5 R Difficulty-Eating
MHAS,core,adl_item,r5eata,r5eata: w5 R Some difficulty-Eating
MHAS,core,adl_item,r5toilt,r5toilt: w5 R Difficulty-Using the toilet
MHAS,core,adl_item,r5toilta,r5toilta: w5 R Some difficulty-Using the toilet
MHAS,core,adl_item,r5walkr,r5walkr: w5 R Difficulty-Walking across room
MHAS,core,adl_item,r5walkra,r5walkra: w5 R Some difficulty-Walking across room
MHAS,core,adl_item,r6bath,r6bath: w6 R Difficulty-Bathing or showering
MHAS,core,adl_item,r6batha,r6batha: w6 R Some difficulty-Bathing or showering
MHAS,core,adl_item,r6bed,r6bed: w6 R Difficulty-Getting in/out of bed
MHAS,core,adl_item,r6beda,r6beda: w6 R Some difficulty-Getting in/out of bed
MHAS,core,adl_item,r6breath_m,r6breath_m: w6 R Difficulty breathing or coughing
MHAS,core,adl_item,r6dress,r6dress: w6 R Difficulty-Dressing
MHAS,core,adl_item,r6dressa,r6dressa: w6 R Some difficulty-Dressing
MHAS,core,adl_item,r6eat,r6eat: w6 R Difficulty-Eating
MHAS,core,adl_item,r6eata,r6eata: w6 R Some difficulty-Eating
MHAS,core,adl_item,r6toilt,r6toilt: w6 R Difficulty-Using the toilet
MHAS,core,adl_item,r6toilta,r6toilta: w6 R Some difficulty-Using the toilet
MHAS,core,adl_item,r6walkr,r6walkr: w6 R Difficulty-Walking across room
MHAS,core,adl_item,r6walkra,r6walkra: w6 R Some difficulty-Walking across room
MHAS,core,adl_item,s1bath,s1bath: w1 S Difficulty-Bathing or showering
MHAS,core,adl_item,s1batha,s1batha: w1 S Some difficulty-Bathing or showering
MHAS,core,adl_item,s1bed,s1bed: w1 S Difficulty-Getting in/out of bed
MHAS,core,adl_item,s1beda,s1beda: w1 S Some difficulty-Getting in/out of bed
MHAS,core,adl_item,s1breath_m,s1breath_m: w1 S Difficulty breathing while lying down
MHAS,core,adl_item,s1dress,s1dress: w1 S Difficulty-Dressing
MHAS,core,adl_item,s1dressa,s1dressa: w1 S Some difficulty-Dressing
MHAS,core,adl_item,s1eat,s1eat: w1 S Difficulty-Eating
MHAS,core,adl_item,s1eata,s1eata: w1 S Some difficulty-Eating
MHAS,core,adl_item,s1toilt,s1toilt: w1 S Difficulty-Using the toilet
MHAS,core,adl_item,s1toilta,s1toilta: w1 S Some difficulty-Using the toilet
MHAS,core,adl_item,s1walkr,s1walkr: w1 S Difficulty-Walking across room
MHAS,core,adl_item,s1walkra,s1walkra: w1 S Some difficulty-Walking across room
MHAS,core,adl_item,s2bath,s2bath: w2 S Difficulty-Bathing or showering
MHAS,core,adl_item,s2batha,s2batha: w2 S Some difficulty-Bathing or showering
MHAS,core,adl_item,s2bed,s2bed: w2 S Difficulty-Getting in/out of bed
MHAS,core,adl_item,s2beda,s2beda: w2 S Some difficulty-Getting in/out of bed
MHAS,core,adl_item,s2breath_m,s2breath_m: w2 S Difficulty breathing while lying down
MHAS,core,adl_item,s2dress,s2dress: w2 S Difficulty-Dressing
MHAS,core,adl_item,s2dressa,s2dressa: w2 S Some difficulty-Dressing
MHAS,core,adl_item,s2eat,s2eat: w2 S Difficulty-Eating
MHAS,core,adl_item,s2eata,s2eata: w2 S Some difficulty-Eating
MHAS,core,adl_item,s2toilt,s2toilt: w2 S Difficulty-Using the toilet
MHAS,core,adl_item,s2toilta,s2toilta: w2 S Some difficulty-Using the toilet
MHAS,core,adl_item,s2walkr,s2walkr: w2 S Difficulty-Walking across room
MHAS,core,adl_item,s2walkra,s2walkra: w2 S Some difficulty-Walking across room
MHAS,core,adl_item,s3bath,s3bath: w3 S Difficulty-Bathing or showering
MHAS,core,adl_item,s3batha,s3batha: w3 S Some difficulty-Bathing or showering
MHAS,core,adl_item,s3bed,s3bed: w3 S Difficulty-Getting in/out of bed
MHAS,core,adl_item,s3beda,s3beda: w3 S Some difficulty-Getting in/out of bed
MHAS,core,adl_item,s3breath_m,s3breath_m: w3 S Difficulty breathing or coughing
MHAS,core,adl_item,s3dress,s3dress: w3 S Difficulty-Dressing
MHAS,core,adl_item,s3dressa,s3dressa: w3 S Some difficulty-Dressing
MHAS,core,adl_item,s3eat,s3eat: w3 S Difficulty-Eating
MHAS,core,adl_item,s3eata,s3eata: w3 S Some difficulty-Eating
MHAS,core,adl_item,s3toilt,s3toilt: w3 S Difficulty-Using the toilet
MHAS,core,adl_item,s3toilta,s3toilta: w3 S Some difficulty-Using the toilet
MHAS,core,adl_item,s3walkr,s3walkr: w3 S Difficulty-Walking across room
MHAS,core,adl_item,s3walkra,s3walkra: w3 S Some difficulty-Walking across room
MHAS,core,adl_item,s4bath,s4bath: w4 S Difficulty-Bathing or showering
MHAS,core,adl_item,s4batha,s4batha: w4 S Some difficulty-Bathing or showering
MHAS,core,adl_item,s4bed,s4bed: w4 S Difficulty-Getting in/out of bed
MHAS,core,adl_item,s4beda,s4beda: w4 S Some difficulty-Getting in/out of bed
MHAS,core,adl_item,s4breath_m,s4breath_m: w4 S Difficulty breathing or coughing
MHAS,core,adl_item,s4dress,s4dress: w4 S Difficulty-Dressing
MHAS,core,adl_item,s4dressa,s4dressa: w4 S Some difficulty-Dressing
MHAS,core,adl_item,s4eat,s4eat: w4 S Difficulty-Eating
MHAS,core,adl_item,s4eata,s4eata: w4 S Some difficulty-Eating
MHAS,core,adl_item,s4toilt,s4toilt: w4 S Difficulty-Using the toilet
MHAS,core,adl_item,s4toilta,s4toilta: w4 S Some difficulty-Using the toilet
MHAS,core,adl_item,s4walkr,s4walkr: w4 S Difficulty-Walking across room
MHAS,core,adl_item,s4walkra,s4walkra: w4 S Some difficulty-Walking across room
MHAS,core,adl_item,s5bath,s5bath: w5 S Difficulty-Bathing or showering
MHAS,core,adl_item,s5batha,s5batha: w5 S Some difficulty-Bathing or showering
MHAS,core,adl_item,s5bed,s5bed: w5 S Difficulty-Getting in/out of bed
MHAS,core,adl_item,s5beda,s5beda: w5 S Some difficulty-Getting in/out of bed
MHAS,core,adl_item,s5breath_m,s5breath_m: w5 S Difficulty breathing or coughing
MHAS,core,adl_item,s5dress,s5dress: w5 S Difficulty-Dressing
MHAS,core,adl_item,s5dressa,s5dressa: w5 S Some difficulty-Dressing
MHAS,core,adl_item,s5eat,s5eat: w5 S Difficulty-Eating
MHAS,core,adl_item,s5eata,s5eata: w5 S Some difficulty-Eating
MHAS,core,adl_item,s5toilt,s5toilt: w5 S Difficulty-Using the toilet
MHAS,core,adl_item,s5toilta,s5toilta: w5 S Some difficulty-Using the toilet
MHAS,core,adl_item,s5walkr,s5walkr: w5 S Difficulty-Walking across room
MHAS,core,adl_item,s5walkra,s5walkra: w5 S Some difficulty-Walking across room
MHAS,core,adl_item,s6bath,s6bath: w6 S Difficulty-Bathing or showering
MHAS,core,adl_item,s6batha,s6batha: w6 S Some difficulty-Bathing or showering
MHAS,core,adl_item,s6bed,s6bed: w6 S Difficulty-Getting in/out of bed
MHAS,core,adl_item,s6beda,s6beda: w6 S Some difficulty-Getting in/out of bed
MHAS,core,adl_item,s6breath_m,s6breath_m: w6 S Difficulty breathing or coughing
MHAS,core,adl_item,s6dress,s6dress: w6 S Difficulty-Dressing
MHAS,core,adl_item,s6dressa,s6dressa: w6 S Some difficulty-Dressing
MHAS,core,adl_item,s6eat,s6eat: w6 S Difficulty-Eating
MHAS,core,adl_item,s6eata,s6eata: w6 S Some difficulty-Eating
MHAS,core,adl_item,s6toilt,s6toilt: w6 S Difficulty-Using the toilet
MHAS,core,adl_item,s6toilta,s6toilta: w6 S Some difficulty-Using the toilet
MHAS,core,adl_item,s6walkr,s6walkr: w6 S Difficulty-Walking across room
MHAS,core,adl_item,s6walkra,s6walkra: w6 S Some difficulty-Walking across room
MHAS,core,age,r1agey,r1agey: w1 R Age (years) at ivw
MHAS,core,age,r2agey,r2agey: w2 R Age (years) at ivw
MHAS,core,age,r3agey,r3agey: w3 R Age (years) at ivw
MHAS,core,age,r4agey,r4agey: w4 R Age (years) at ivw
MHAS,core,age,r5agey,r5agey: w5 R Age (years) at ivw
MHAS,core,age,r6agey,r6agey: w6 R Age (years) at ivw
MHAS,core,death,h1chdeathe,h1chdeathe: w1 R+S Ever experienced death of own child
MHAS,core,death,h1dchild,h1dchild: w1 Number of deceased children R/P
MHAS,core,death,h2chdeathe,h2chdeathe: w2 R+S Ever experienced death of own child
MHAS,core,death,h2dchild,h2dchild: w2 Number of deceased children R/P
MHAS,core,death,h3chdeathe,h3chdeathe: w3 R+S Ever experienced death of own child
MHAS,core,death,h3dchild,h3dchild: w3 Number of deceased children R/P
